title,author,date,views,likes,link
Autofocusing reading glasses of the future,Nitish Padmanaban,19-Nov,2200000,66000,https://ted.com/talks/nitish_padmanaban_autofocusing_reading_glasses_of_the_future
Are we interrupting the kinky sex lives of fish?,Marah J. Hardt,19-Nov,1900000,59000,https://ted.com/talks/marah_j_hardt_are_we_interrupting_the_kinky_sex_lives_of_fish
"An ER doctor on triaging your ""crazy busy"" life",Darria Long,19-Nov,2500000,75000,https://ted.com/talks/darria_long_an_er_doctor_on_triaging_your_crazy_busy_life
What you need to know about face surveillance,Kade Crockford,19-Nov,2100000,63000,https://ted.com/talks/kade_crockford_what_you_need_to_know_about_face_surveillance
"How to co-parent as allies, not adversaries",Ebony Roberts and Shaka Senghor,19-Nov,2100000,65000,https://ted.com/talks/ebony_roberts_and_shaka_senghor_how_to_co_parent_as_allies_not_adversaries
"How to find ""flow"" (and lose yourself in it)",Diane Allen,19-Nov,101000,3000,https://ted.com/talks/diane_allen_how_to_find_flow_and_lose_yourself_in_it
"How to spark your curiosity, scientifically",Nadya Mason,19-Nov,478000,14000,https://ted.com/talks/nadya_mason_how_to_spark_your_curiosity_scientifically
The galactic recipe for a living planet,Karin Öberg,19-Nov,442000,13000,https://ted.com/talks/karin_oberg_the_galactic_recipe_for_a_living_planet
A camera that can see around corners,David Lindell,19-Nov,364000,10000,https://ted.com/talks/david_lindell_a_camera_that_can_see_around_corners
"The weird history of the ""sex chromosomes""",Molly Webster,19-Nov,1500000,47000,https://ted.com/talks/molly_webster_the_weird_history_of_the_sex_chromosomes
"The beautiful, mysterious science of how you hear",Jim Hudspeth,19-Nov,446000,13000,https://ted.com/talks/jim_hudspeth_the_beautiful_mysterious_science_of_how_you_hear
What investigating neural pathways can reveal about mental health,Kay M. Tye,19-Nov,2400000,73000,https://ted.com/talks/kay_m_tye_what_investigating_neural_pathways_can_reveal_about_mental_health
How bumble bees inspired a network of tiny museums,Amanda Schochet,19-Nov,1900000,59000,https://ted.com/talks/amanda_schochet_how_bumble_bees_inspired_a_network_of_tiny_museums
What a nun can teach a scientist about ecology,Victoria Gill,19-Nov,1600000,50000,https://ted.com/talks/victoria_gill_what_a_nun_can_teach_a_scientist_about_ecology
Why immigration prisons aren't the answer,César Cuauhtémoc García Hernández,19-Nov,28000,848,https://ted.com/talks/cesar_cuauhtemoc_garcia_hernandez_why_immigration_prisons_aren_t_the_answer
Tiny robots with giant potential,Paul McEuen and Marc Miskin,19-Nov,355000,10000,https://ted.com/talks/paul_mceuen_and_marc_miskin_tiny_robots_with_giant_potential
A holographic meeting platform for collaborating from anywhere,Jinha Lee,19-Nov,21000,644,https://ted.com/talks/jinha_lee_a_holographic_meeting_platform_for_collaborating_from_anywhere
What ocean microbes reveal about the changing climate,Angelicque White,19-Nov,1900000,57000,https://ted.com/talks/angelicque_white_what_ocean_microbes_reveal_about_the_changing_climate
Does photographing a moment steal the experience from you?,Erin Sullivan,19-Nov,1600000,48000,https://ted.com/talks/erin_sullivan_does_photographing_a_moment_steal_the_experience_from_you
The importance of using inclusive language,Fahad Saeed,19-Nov,75000,2200,https://ted.com/talks/fahad_saeed_the_importance_of_using_inclusive_language
The search for dark matter — and what we've found so far,Risa Wechsler,19-Nov,904000,27000,https://ted.com/talks/risa_wechsler_the_search_for_dark_matter_and_what_we_ve_found_so_far
How to turn off work thoughts during your free time,Guy Winch,19-Nov,3500000,105000,https://ted.com/talks/guy_winch_how_to_turn_off_work_thoughts_during_your_free_time
The importance of queer allyship in the classroom,Coby Everton,19-Nov,10000,329,https://ted.com/talks/coby_everton_the_importance_of_queer_allyship_in_the_classroom
Your body was forged in the spectacular death of stars,Enrico Ramirez-Ruiz,19-Nov,2200000,66000,https://ted.com/talks/enrico_ramirez_ruiz_your_body_was_forged_in_the_spectacular_death_of_stars
The cost of failing to design accessibly,Kings Floyd,19-Nov,15000,460,https://ted.com/talks/kings_floyd_the_cost_of_failing_to_design_accessibly
What we can learn from the history of feminism,Dolores Huerta,19-Nov,36000,1000,https://ted.com/talks/dolores_huerta_what_we_can_learn_from_the_history_of_feminism
A video game that helps us understand loneliness,Cornelia Geppert,19-Nov,2300000,70000,https://ted.com/talks/cornelia_geppert_a_video_game_that_helps_us_understand_loneliness
The problem of light pollution — and 5 ridiculously easy ways to fix it,Kelsey Johnson,19-Nov,2000000,61000,https://ted.com/talks/kelsey_johnson_the_problem_of_light_pollution_and_5_ridiculously_easy_ways_to_fix_it
How corn conquered the world,Chris A. Kniesly,19-Nov,1900000,57000,https://ted.com/talks/chris_a_kniesly_how_corn_conquered_the_world
Can you outsmart this logical fallacy?,Alex Gendler,19-Nov,1800000,55000,https://ted.com/talks/alex_gendler_can_you_outsmart_this_logical_fallacy
The search for our solar system's ninth planet,Mike Brown,19-Nov,2800000,86000,https://ted.com/talks/mike_brown_the_search_for_our_solar_system_s_ninth_planet
"History's ""worst"" nun",Theresa A. Yugar,19-Nov,6900000,208000,https://ted.com/talks/theresa_a_yugar_history_s_worst_nun
What birdspotting can teach us about conservation,Arjan Dwarshuis,19-Nov,8900,267,https://ted.com/talks/arjan_dwarshuis_what_birdspotting_can_teach_us_about_conservation
How does laser eye surgery work?,Dan Reinstein,19-Nov,4000000,122000,https://ted.com/talks/dan_reinstein_how_does_laser_eye_surgery_work
"The Furnace Bots | Think Like A Coder, Ep 3",Alex Rosenthal,19-Nov,521000,15000,https://ted.com/talks/alex_rosenthal_the_furnace_bots_think_like_a_coder_ep_3
The myth of Loki and the master builder,Alex Gendler,19-Nov,2100000,63000,https://ted.com/talks/alex_gendler_the_myth_of_loki_and_the_master_builder
The dangers of mixing drugs,Céline Valéry,19-Nov,2500000,76000,https://ted.com/talks/celine_valery_the_dangers_of_mixing_drugs
Why do humans have a third eyelid?,Dorsa Amir,19-Nov,1800000,54000,https://ted.com/talks/dorsa_amir_why_do_humans_have_a_third_eyelid
Why haven't we cured arthritis?,Kaitlyn Sadtler and Heather J. Faust,19-Nov,480000,14000,https://ted.com/talks/kaitlyn_sadtler_and_heather_j_faust_why_haven_t_we_cured_arthritis
Game theory challenge: Can you predict human behavior?,Lucas Husted,19-Nov,1300000,41000,https://ted.com/talks/lucas_husted_game_theory_challenge_can_you_predict_human_behavior
What open water swimming taught me about resilience,Bhakti Sharma,19-Nov,513000,15000,https://ted.com/talks/bhakti_sharma_what_open_water_swimming_taught_me_about_resilience
The Taino myth of the cursed creator,Bill Keegan,19-Nov,1200000,36000,https://ted.com/talks/bill_keegan_the_taino_myth_of_the_cursed_creator
How to get everyone to care about a green economy,Angela Francis,19-Dec,1600000,50000,https://ted.com/talks/angela_francis_how_to_get_everyone_to_care_about_a_green_economy
"When people are ""suspiciously kind""",Gina Brillon,19-Dec,42000,1200,https://ted.com/talks/gina_brillon_when_people_are_suspiciously_kind
"""Way Home"" / ""Warrior Heart""", Shawnee,19-Dec,4900,147,https://ted.com/talks/shawnee_way_home_warrior_heart
A story of Brazil through a single iconic building,Denise Zmekhol,19-Dec,6500,196,https://ted.com/talks/denise_zmekhol_a_story_of_brazil_through_a_single_iconic_building
"How women will lead us to freedom, justice and peace",H.E. Ellen Johnson Sirleaf,19-Dec,1900000,58000,https://ted.com/talks/h_e_ellen_johnson_sirleaf_how_women_will_lead_us_to_freedom_justice_and_peace
How to turn your dissatisfaction into action,Yvonne Aki-Sawyerr,19-Dec,2200000,66000,https://ted.com/talks/yvonne_aki_sawyerr_how_to_turn_your_dissatisfaction_into_action
How to support witnesses of harassment and build healthier workplaces,Julia Shaw,19-Dec,1800000,56000,https://ted.com/talks/julia_shaw_how_to_support_witnesses_of_harassment_and_build_healthier_workplaces
Restoring human dignity at the US southern border,Norma Pimentel,19-Dec,1400000,42000,https://ted.com/talks/norma_pimentel_restoring_human_dignity_at_the_us_southern_border
The US is addicted to incarceration. Here's how to break the cycle,Robin Steinberg and Manoush Zomorodi,19-Dec,1900000,57000,https://ted.com/talks/robin_steinberg_and_manoush_zomorodi_the_us_is_addicted_to_incarceration_here_s_how_to_break_the_cycle
Racism has a cost for everyone,Heather C. McGhee,19-Dec,2400000,74000,https://ted.com/talks/heather_c_mcghee_racism_has_a_cost_for_everyone
How understanding divorce can help your marriage,Jeannie Suk Gersen,19-Dec,2900000,87000,https://ted.com/talks/jeannie_suk_gersen_how_understanding_divorce_can_help_your_marriage
"In uncertain times, think like a mother",Yifat Susskind,19-Dec,2100000,65000,https://ted.com/talks/yifat_susskind_in_uncertain_times_think_like_a_mother
"""Accept Who I Am""", Butterscotch,19-Dec,31000,933,https://ted.com/talks/butterscotch_accept_who_i_am
How you can help save the monarch butterfly — and the planet,Mary Ellen Hannibal,19-Dec,1100000,33000,https://ted.com/talks/mary_ellen_hannibal_how_you_can_help_save_the_monarch_butterfly_and_the_planet
How forgiveness can create a more just legal system,Martha Minow,19-Dec,1900000,59000,https://ted.com/talks/martha_minow_how_forgiveness_can_create_a_more_just_legal_system
Indigenous knowledge meets science to take on climate change,Hindou Oumarou Ibrahim,19-Dec,1200000,37000,https://ted.com/talks/hindou_oumarou_ibrahim_indigenous_knowledge_meets_science_to_take_on_climate_change
2 questions to uncover your passion — and turn it into a career,Noeline Kirabo,19-Dec,3000000,91000,https://ted.com/talks/noeline_kirabo_2_questions_to_uncover_your_passion_and_turn_it_into_a_career
"Go ahead, dream about the future",Charlie Jane Anders,19-Dec,2300000,71000,https://ted.com/talks/charlie_jane_anders_go_ahead_dream_about_the_future
How repaying loans with social service transforms communities,Angie Murimirwa,19-Dec,1800000,55000,https://ted.com/talks/angie_murimirwa_how_repaying_loans_with_social_service_transforms_communities
Why it's so hard to talk about the N-word,Elizabeth Stordeur Pryor,19-Dec,2200000,66000,https://ted.com/talks/elizabeth_stordeur_pryor_why_it_s_so_hard_to_talk_about_the_n_word
How menopause affects the brain,Lisa Mosconi,19-Dec,3600000,108000,https://ted.com/talks/lisa_mosconi_how_menopause_affects_the_brain
How women are revolutionizing Rwanda,Agnes Binagwaho,19-Dec,1600000,49000,https://ted.com/talks/agnes_binagwaho_how_women_are_revolutionizing_rwanda
Art that reveals how technology frames reality,Jiabao Li,19-Dec,391000,11000,https://ted.com/talks/jiabao_li_art_that_reveals_how_technology_frames_reality
How to turn climate anxiety into action,Renée Lertzman,19-Dec,2100000,65000,https://ted.com/talks/renee_lertzman_how_to_turn_climate_anxiety_into_action
What you need to know about stalkerware,Eva Galperin,19-Dec,3500000,105000,https://ted.com/talks/eva_galperin_what_you_need_to_know_about_stalkerware
How I claimed a seat at the periodic table,Clarice Phelps,19-Dec,28000,843,https://ted.com/talks/clarice_phelps_how_i_claimed_a_seat_at_the_periodic_table
Why you should get paid for your data,Jennifer Zhu Scott,19-Dec,3200000,98000,https://ted.com/talks/jennifer_zhu_scott_why_you_should_get_paid_for_your_data
"The beautiful, hard work of co-parenting",Joel Leon,19-Dec,1500000,47000,https://ted.com/talks/joel_leon_the_beautiful_hard_work_of_co_parenting
The evolution of the coffee cup lid,A.J. Jacobs,19-Dec,336000,10000,https://ted.com/talks/a_j_jacobs_the_evolution_of_the_coffee_cup_lid
Why pasta comes in all shapes and sizes,Paola Antonelli,19-Dec,459000,13000,https://ted.com/talks/paola_antonelli_why_pasta_comes_in_all_shapes_and_sizes
How symbols and brands shape our humanity,Debbie Millman,19-Dec,2200000,67000,https://ted.com/talks/debbie_millman_how_symbols_and_brands_shape_our_humanity
How burnout makes us less creative,Rahaf Harfoush,19-Dec,651000,19000,https://ted.com/talks/rahaf_harfoush_how_burnout_makes_us_less_creative
How to make faster decisions,Patrick McGinnis,19-Dec,1000000,32000,https://ted.com/talks/patrick_mcginnis_how_to_make_faster_decisions
How bees can keep the peace between elephants and humans,Lucy King,19-Dec,2400000,73000,https://ted.com/talks/lucy_king_how_bees_can_keep_the_peace_between_elephants_and_humans
What if the poor were part of city planning?,Smruti Jukur Johari,19-Dec,477000,14000,https://ted.com/talks/smruti_jukur_johari_what_if_the_poor_were_part_of_city_planning
Dictators hate political cartoons — so I keep drawing them,Rayma Suprani,19-Dec,400000,12000,https://ted.com/talks/rayma_suprani_dictators_hate_political_cartoons_so_i_keep_drawing_them
Why can't we talk about periods?,Jen Gunter,19-Dec,3000000,91000,https://ted.com/talks/jen_gunter_why_can_t_we_talk_about_periods
Why are drug prices so high? Investigating the outdated US patent system,Priti Krishtel,19-Dec,2200000,68000,https://ted.com/talks/priti_krishtel_why_are_drug_prices_so_high_investigating_the_outdated_us_patent_system
Climate change will displace millions. Here's how we prepare,Colette Pichon Battle,19-Dec,3500000,107000,https://ted.com/talks/colette_pichon_battle_climate_change_will_displace_millions_here_s_how_we_prepare
Dangerous times call for dangerous women,Pat Mitchell,19-Dec,2000000,62000,https://ted.com/talks/pat_mitchell_dangerous_times_call_for_dangerous_women
The beautiful balance between courage and fear,Cara E. Yar Khan,19-Dec,2400000,74000,https://ted.com/talks/cara_e_yar_khan_the_beautiful_balance_between_courage_and_fear
Why winning doesn't always equal success,Valorie Kondos Field,19-Dec,4000000,122000,https://ted.com/talks/valorie_kondos_field_why_winning_doesn_t_always_equal_success
The philosophy of cynicism,William D. Desmond,19-Dec,2000000,60000,https://ted.com/talks/william_d_desmond_the_philosophy_of_cynicism
What we're getting wrong in the fight to end hunger,Jasmine Crowe,19-Dec,2100000,65000,https://ted.com/talks/jasmine_crowe_what_we_re_getting_wrong_in_the_fight_to_end_hunger
"Why should you read ""Dune"" by Frank Herbert?",Dan Kwartler,19-Dec,3800000,116000,https://ted.com/talks/dan_kwartler_why_should_you_read_dune_by_frank_herbert
"Why should you read ""The Joy Luck Club"" by Amy Tan?",Sheila Marie Orfano,19-Dec,228000,6800,https://ted.com/talks/sheila_marie_orfano_why_should_you_read_the_joy_luck_club_by_amy_tan
Why lakes and rivers should have the same rights as humans,Kelsey Leonard,19-Dec,3300000,101000,https://ted.com/talks/kelsey_leonard_why_lakes_and_rivers_should_have_the_same_rights_as_humans
"Why should you read ""Lord of the Flies"" by William Golding?",Jill Dash,19-Dec,2600000,79000,https://ted.com/talks/jill_dash_why_should_you_read_lord_of_the_flies_by_william_golding
How we can turn the tide on climate,Christiana Figueres and Chris Anderson,19-Dec,2100000,65000,https://ted.com/talks/christiana_figueres_and_chris_anderson_how_we_can_turn_the_tide_on_climate
Hacking bacteria to fight cancer,Tal Danino,19-Dec,396000,11000,https://ted.com/talks/tal_danino_hacking_bacteria_to_fight_cancer
